Customer ID,Gender,Age,Zip Code,Latitude,Longitude,Tenure in Months,Offer,Internet Type,Avg Monthly GB Download,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Extra Data Charges,Total Revenue,Customer Status
9018-PCIOK,Female,63,94560,37.504133,-122.032347,55,Offer B,Cable,20,Yes,Two Year,Mailed Check,64.75,3617.1,0,5102.1,Stayed
9019-QVLZD,Female,58,94602,37.803883,-122.208417,1,None,Fiber Optic,15,No,Month-to-Month,Bank Withdrawal,79.55,79.55,10,121.68,Churned
9025-AOMKI,Female,42,93013,34.441398,-119.513163,6,Offer E,Fiber Optic,5,Yes,Month-to-Month,Bank Withdrawal,93.55,536.4,0,799.2,Churned
9025-ZRPVR,Male,59,93950,36.618337,-121.926417,9,Offer E,,,,Month-to-Month,Credit Card,18.95,185.6,0,633.26,Churned
9026-LHEVG,Female,45,91905,32.677097,-116.304991,9,Offer E,DSL,21,No,Month-to-Month,Bank Withdrawal,40.75,359.4,20,379.4,Stayed
9026-RNUJS,Male,73,91401,34.178483,-118.431791,5,None,DSL,28,Yes,Month-to-Month,Bank Withdrawal,50.35,237.25,0,330.7,Churned
9027-TMATR,Female,42,92086,33.323705,-116.626907,43,None,DSL,27,Yes,Two Year,Bank Withdrawal,78.8,3460.3,0,5092.19,Stayed
9027-YFHQJ,Male,26,94112,37.720498,-122.443119,7,Offer E,,,,Month-to-Month,Bank Withdrawal,25.05,152.95,0,468.86,Stayed
9028-LIHRP,Male,22,91506,34.169706,-118.323548,71,None,Fiber Optic,27,Yes,Two Year,Credit Card,100.2,7209,0,9600.99,Stayed
9029-FEGVJ,Female,68,92027,33.141265,-116.967221,32,Offer C,Fiber Optic,11,Yes,Two Year,Mailed Check,79.3,2570,0,2639.44,Stayed
9030-QGZNL,Female,31,92883,33.762351,-117.488725,8,None,,,,Two Year,Credit Card,20.85,161.65,0,253.33,Stayed
9031-ZVQPT,Male,21,94109,37.794487,-122.42227,72,None,Fiber Optic,71,Yes,Two Year,Bank Withdrawal,108.2,7840.6,0,8862.28,Stayed
9033-EOXWV,Female,57,94603,37.739113,-122.175602,12,None,DSL,22,Yes,One Year,Credit Card,74.05,872.65,0,1335,Churned
9036-CSKBW,Female,62,95033,37.160194,-121.945611,51,None,Fiber Optic,6,Yes,One Year,Bank Withdrawal,107.45,5680.9,0,6050.68,Stayed
9039-RBEEE,Male,27,95050,37.351214,-121.952417,39,None,Cable,48,Yes,Month-to-Month,Credit Card,48.95,1880.85,0,1880.85,Churned
9039-ZVJDC,Male,49,92061,33.313828,-116.940501,3,None,,,,Month-to-Month,Credit Card,19.1,53.05,0,102.01,Joined
9040-KZVWO,Male,59,92315,34.242058,-116.89802,26,Offer C,Fiber Optic,29,Yes,One Year,Bank Withdrawal,75.5,2018.1,0,3048.48,Stayed
9046-DQMTP,Male,49,95720,38.766036,-120.209673,35,None,,,,Month-to-Month,Bank Withdrawal,20.75,739.9,0,1367.1,Stayed
9046-JBFWA,Male,20,94569,38.035707,-122.196821,27,None,,,,Month-to-Month,Credit Card,19.15,537.35,0,1357.07,Stayed
9048-JVYVF,Male,48,92028,33.362575,-117.299644,3,None,Cable,6,Yes,Month-to-Month,Bank Withdrawal,69.35,191.35,0,298.27,Churned
9050-IKDZA,Female,66,93611,36.917652,-119.593757,2,None,Fiber Optic,22,Yes,Two Year,Credit Card,81.5,162.55,0,212.45,Joined
9050-QLROH,Male,26,92126,32.886925,-117.152162,18,None,Fiber Optic,26,Yes,Month-to-Month,Credit Card,90.7,1597.25,0,2111.87,Churned
9052-DHNKM,Male,23,90277,33.830453,-118.384565,26,None,DSL,73,Yes,One Year,Bank Withdrawal,61.55,1581.95,0,2570.99,Stayed
9052-VKDUW,Female,68,95726,38.733908,-120.453416,65,Offer B,Fiber Optic,29,Yes,One Year,Credit Card,109.4,7227.45,0,8221.95,Stayed
9053-EJUNL,Male,35,92254,33.543835,-115.993906,41,Offer B,Fiber Optic,16,Yes,Month-to-Month,Bank Withdrawal,89.2,3645.75,0,5359.39,Stayed
9053-JZFKV,Male,25,95560,40.142256,-123.852927,67,Offer A,Fiber Optic,71,Yes,Two Year,Credit Card,116.2,7752.3,0,10022.26,Churned
9054-FOWNV,Male,53,94513,37.908242,-121.682472,22,Offer D,Fiber Optic,56,Yes,Month-to-Month,Bank Withdrawal,88.75,1885.15,0,2135.73,Stayed
9055-MOJJJ,Female,39,96024,40.586588,-122.903677,64,Offer B,Cable,17,No,One Year,Mailed Check,65.8,4068,20,5769.01,Stayed
9057-MSWCO,Male,71,92122,32.85723,-117.209774,27,None,Cable,13,No,Month-to-Month,Credit Card,30.75,805.1,140,945.1,Churned
9057-SIHCH,Female,48,92278,34.457829,-116.139589,3,Offer E,Fiber Optic,13,Yes,Month-to-Month,Bank Withdrawal,96.6,291.9,0,321.75,Churned
9058-CBREO,Female,69,95388,37.421299,-120.599587,1,None,Cable,2,Yes,Month-to-Month,Credit Card,50.55,50.55,0,73.11,Churned
9058-HRZSV,Female,77,91706,34.098275,-117.967399,65,None,Fiber Optic,25,Yes,One Year,Bank Withdrawal,94.4,6126.15,0,8616.95,Stayed
9058-MJLZC,Female,37,95991,39.02741,-121.614982,24,None,Fiber Optic,3,Yes,Month-to-Month,Bank Withdrawal,94.6,2283.15,0,3136.59,Stayed
9060-HJJRW,Female,52,90232,34.019323,-118.391902,51,None,DSL,24,Yes,One Year,Credit Card,56.4,2928.5,0,2928.5,Stayed
9061-TIHDA,Male,67,92563,33.581045,-117.14719,13,None,Cable,6,Yes,Month-to-Month,Bank Withdrawal,95.25,1233.65,0,1597.66,Churned
9063-ZGTUY,Female,22,92301,34.667815,-117.536183,61,None,,,,Month-to-Month,Credit Card,19.4,1182.55,0,4005.02,Churned
9065-ZCPQX,Male,24,92582,33.806708,-117.02007,72,Offer A,DSL,85,Yes,Two Year,Bank Withdrawal,78.85,5763.15,0,8615.07,Stayed
9066-QRSDU,Female,23,93933,36.689582,-121.758398,69,Offer A,,,,One Year,Bank Withdrawal,26.3,1763.55,0,3287.07,Stayed
9067-SQTNS,Male,37,93905,36.667794,-121.601306,44,None,,,,One Year,Bank Withdrawal,20.6,926,0,2463.36,Stayed
9067-YGSCA,Female,35,93901,36.64152,-121.622188,70,None,,,,One Year,Credit Card,26.05,1856.4,0,4049.5,Stayed
9068-FHQHD,Female,42,95558,40.274302,-124.210902,40,None,,,,Two Year,Bank Withdrawal,20.15,777.35,0,897.75,Stayed
9068-VPWQQ,Male,21,95376,37.680968,-121.446049,61,None,Cable,52,Yes,Two Year,Credit Card,75.35,4729.3,0,6486.1,Stayed
9069-LGEUL,Male,25,92117,32.825086,-117.199424,23,None,DSL,69,No,Month-to-Month,Bank Withdrawal,59.95,1406,140,1603.86,Stayed
9070-BCKQP,Female,20,90744,33.782068,-118.262263,72,Offer A,Fiber Optic,85,Yes,Two Year,Credit Card,110.15,7881.2,0,9587.6,Stayed
9073-ZZIAY,Male,51,90806,33.802664,-118.179971,62,None,DSL,23,Yes,Two Year,Bank Withdrawal,86.1,5215.25,0,7893.65,Stayed
9074-KGVOX,Male,44,95488,39.724433,-123.767578,50,None,DSL,23,Yes,Month-to-Month,Credit Card,39.45,2021.35,0,2021.35,Stayed
9076-AXYIK,Male,66,92364,35.478736,-115.516984,64,None,Fiber Optic,8,Yes,Two Year,Bank Withdrawal,102.1,6538.45,0,7830.61,Stayed
9079-LWTFD,Male,50,92268,34.201108,-116.593456,47,None,Fiber Optic,25,Yes,Month-to-Month,Credit Card,100.75,4669.2,0,6912.51,Stayed
9079-YEXQJ,Female,56,91710,33.990646,-117.663025,54,None,Fiber Optic,16,No,Month-to-Month,Bank Withdrawal,111.1,6014.85,50,8588.81,Churned
9081-WWXKP,Female,64,93960,36.414216,-121.360597,47,None,,,,Two Year,Credit Card,20.25,873.4,0,2628.85,Stayed
9084-OAYKL,Male,29,95456,39.245911,-123.77214,58,Offer B,,,,Two Year,Credit Card,20.8,1212.25,0,4055.41,Stayed
9086-YJYXS,Male,23,95046,37.084697,-121.606417,34,Offer C,Cable,52,Yes,One Year,Bank Withdrawal,77.2,2753.8,0,2937.06,Stayed
9087-EYCPR,Female,63,95336,37.830267,-121.201018,60,Offer B,,,,Two Year,Mailed Check,25,1505.05,0,3869.65,Stayed
9089-UOWJG,Female,51,95651,38.815515,-120.916997,12,None,DSL,52,Yes,Month-to-Month,Credit Card,58.35,740.55,0,836.19,Stayed
9090-SGQXL,Male,70,95005,37.078873,-122.090386,68,None,Fiber Optic,29,Yes,Month-to-Month,Bank Withdrawal,105.3,7299.65,0,10507.21,Churned
9091-WTUUY,Male,30,95366,37.750778,-121.13238,64,None,DSL,51,Yes,Two Year,Mailed Check,69.25,4447.75,0,6095.11,Stayed
9092-GDZKO,Male,49,93254,34.956577,-119.750142,22,Offer D,,,,Month-to-Month,Credit Card,24.85,493.4,0,977.42,Stayed
9093-FPDLG,Female,54,95324,37.394536,-120.890747,11,None,Fiber Optic,4,Yes,Month-to-Month,Bank Withdrawal,94.2,999.9,0,1104.62,Stayed
9094-AZPHK,Female,64,92405,34.142747,-117.300864,15,Offer D,Fiber Optic,28,No,Month-to-Month,Bank Withdrawal,100.15,1415,0,1896.05,Stayed
9095-HFAFX,Female,61,92126,32.886925,-117.152162,5,Offer E,Fiber Optic,23,No,Month-to-Month,Credit Card,81,389.6,10,500.6,Churned
9097-ZUBYC,Male,39,95960,39.423046,-120.984472,14,Offer D,DSL,24,Yes,Month-to-Month,Bank Withdrawal,48.8,664.4,0,963.16,Stayed
9099-FTUHS,Female,40,95945,39.194539,-120.988066,23,None,Cable,11,Yes,Month-to-Month,Bank Withdrawal,54.4,1249.25,0,2367.74,Stayed
9101-BWFSS,Female,58,93667,36.993666,-119.348267,50,Offer B,Fiber Optic,14,Yes,One Year,Bank Withdrawal,108.55,5610.7,0,7082.2,Churned
9101-NTIXF,Male,32,93436,34.601055,-120.382917,2,Offer E,,,,Month-to-Month,Credit Card,19.4,50.6,0,80.92,Joined
9102-IAYHT,Female,29,93908,36.624338,-121.615669,17,None,Fiber Optic,26,Yes,Month-to-Month,Bank Withdrawal,85.45,1451.6,0,2263.52,Churned
9102-OXKFY,Male,35,95922,39.432127,-121.099287,59,Offer B,Cable,9,Yes,Two Year,Credit Card,54.15,3116.15,0,6035.47,Stayed
9103-CXVOK,Male,31,93433,35.120833,-120.61843,1,None,,,,Month-to-Month,Bank Withdrawal,19.75,19.75,0,50.13,Joined
9103-TCIHJ,Female,60,90059,33.927254,-118.249826,15,Offer D,DSL,8,Yes,Month-to-Month,Mailed Check,55.7,899.8,0,1509.7,Churned
9107-UKCKY,Male,36,93013,34.441398,-119.513163,61,Offer B,DSL,5,No,One Year,Bank Withdrawal,79.8,4914.8,70,6685.48,Stayed
9108-EJFJP,Female,21,91934,32.649787,-116.2237,1,Offer E,DSL,59,Yes,Month-to-Month,Credit Card,53.55,53.55,0,69.61,Joined
9108-EQPNQ,Female,27,94577,37.717196,-122.159338,10,Offer D,,,,Two Year,Credit Card,26.1,225.55,0,411.25,Stayed
9110-HSGTV,Female,46,92102,32.716007,-117.117462,69,Offer A,DSL,22,Yes,Two Year,Credit Card,82.45,5555.3,0,7315.29,Stayed
9112-WSNPU,Female,65,93940,36.362741,-121.869685,35,None,Fiber Optic,30,Yes,Month-to-Month,Bank Withdrawal,70.55,2419,0,3010.85,Stayed
9114-AAFQH,Female,27,95660,38.671295,-121.388251,48,Offer B,DSL,42,Yes,One Year,Bank Withdrawal,65.65,3094.65,0,5488.89,Stayed
9114-DPSIA,Male,22,95205,37.965695,-121.260051,72,None,DSL,59,Yes,Two Year,Credit Card,81,5750,0,5946.56,Stayed
9114-VEPUF,Male,19,94065,37.527497,-122.230941,62,Offer B,Fiber Optic,41,Yes,One Year,Bank Withdrawal,96.1,6001.45,0,7893.07,Stayed
9115-YQHGA,Male,26,93245,36.303666,-119.825657,40,Offer B,DSL,73,Yes,Month-to-Month,Bank Withdrawal,51.1,2092.9,0,3472.5,Stayed
9117-SHLZX,Male,36,94538,37.505768,-121.962472,1,None,DSL,17,Yes,Month-to-Month,Mailed Check,45.7,45.7,0,56.11,Churned
9121-PHQSR,Male,69,93266,36.175255,-119.813805,16,Offer D,Fiber Optic,6,Yes,Two Year,Credit Card,85.05,1391.15,0,2165.71,Stayed
9122-UMROB,Male,29,90010,34.062125,-118.315709,1,None,,,,Month-to-Month,Credit Card,20.3,20.3,0,31.14,Joined
9124-LHCJQ,Female,22,90057,34.061918,-118.277939,1,None,Fiber Optic,27,Yes,Month-to-Month,Credit Card,85.45,85.45,0,116.48,Churned
9127-FHJBZ,Male,60,95251,38.055562,-120.456298,72,None,Fiber Optic,76,Yes,Two Year,Bank Withdrawal,114,8093.15,0,10430.99,Stayed
9127-QRZMH,Male,39,92706,33.765893,-117.881533,44,None,DSL,24,Yes,One Year,Bank Withdrawal,-9,2603.95,0,3378.79,Stayed
9128-CPXKI,Female,36,95659,38.788898,-121.608624,59,None,Fiber Optic,30,Yes,Two Year,Bank Withdrawal,95.8,5655.45,0,7451.41,Stayed
9129-UXERG,Female,65,91405,34.202494,-118.448048,18,None,Fiber Optic,3,No,Month-to-Month,Credit Card,103.6,1806.35,10,1839.21,Stayed
9133-AYJZG,Female,40,94941,37.901371,-122.572024,23,None,Fiber Optic,19,Yes,Month-to-Month,Credit Card,98.7,2249.1,0,2581.45,Stayed
9134-CEQMF,Male,75,95464,39.12334,-122.838198,7,Offer E,Fiber Optic,27,Yes,Month-to-Month,Bank Withdrawal,89.5,676.7,0,772.11,Churned
9134-WYRVP,Male,51,94585,38.197907,-122.017258,51,Offer B,Fiber Optic,13,Yes,One Year,Credit Card,86.35,4267.15,0,5659.45,Stayed
9135-HSWOC,Male,28,94555,37.555473,-122.080312,64,Offer B,,,,Two Year,Bank Withdrawal,19.7,1274.05,0,2229.57,Stayed
9135-MGVPY,Male,41,93657,36.819628,-119.440414,69,None,DSL,7,Yes,Two Year,Credit Card,84.7,5878.9,0,9216.43,Stayed
9136-ALYBR,Male,44,92337,34.049671,-117.468896,1,None,Cable,2,Yes,Month-to-Month,Mailed Check,24.45,24.45,0,24.45,Churned
9137-NOQKA,Male,80,94080,37.654436,-122.426468,2,None,,,,Two Year,Bank Withdrawal,19.2,37.2,0,51.26,Joined
9137-UIYPG,Female,33,95920,39.449794,-121.936372,35,None,Fiber Optic,56,No,Month-to-Month,Bank Withdrawal,106.9,3756.45,150,4785.13,Stayed
9138-EFSMO,Male,54,93647,36.600185,-119.175655,26,None,Fiber Optic,75,Yes,One Year,Bank Withdrawal,78.95,2034.25,0,2662.67,Stayed
9139-TWBAS,Female,34,90014,34.043144,-118.251977,26,None,Cable,28,No,One Year,Bank Withdrawal,47.85,1190.5,80,1270.5,Stayed
9139-WQQDY,Female,35,92117,32.825086,-117.199424,49,None,Fiber Optic,19,Yes,One Year,Mailed Check,100.45,4941.8,0,6233.93,Churned
9140-CZQZZ,Female,38,93541,37.890145,-119.184087,68,Offer A,DSL,14,Yes,Two Year,Bank Withdrawal,79.6,5515.8,0,8776.4,Stayed
9142-KZXOP,Male,41,91342,34.321621,-118.399841,44,Offer B,Fiber Optic,28,Yes,Month-to-Month,Credit Card,68.85,2958.95,0,3033.75,Stayed
9142-XMYJH,Female,46,93721,36.732694,-119.783786,29,None,,,,Month-to-Month,Credit Card,19.35,601.6,0,681.64,Stayed
9143-CANJF,Female,29,96133,38.636052,-119.489162,24,None,DSL,85,Yes,Month-to-Month,Bank Withdrawal,55.15,1319.85,0,1976.73,Stayed
9146-JRIOX,Female,47,93664,37.223,-119.001021,14,None,,,,Month-to-Month,Credit Card,25.55,372.45,0,816.25,Stayed
9150-HEPMB,Male,57,92882,33.819385,-117.600213,56,None,Cable,27,Yes,One Year,Credit Card,52.7,3019.7,0,4229.86,Stayed
9150-KPBJQ,Female,43,90062,34.003553,-118.308933,6,None,,,,Two Year,Credit Card,19.65,116.85,0,291.39,Stayed
9152-AMKAK,Male,50,93210,36.186867,-120.387793,6,Offer E,Cable,10,Yes,Two Year,Credit Card,80.25,493.4,0,631.1,Stayed
9153-BTBVV,Female,61,94121,37.776718,-122.495781,71,Offer A,,,,Two Year,Bank Withdrawal,25,1753,0,5161.71,Stayed
9154-QDGTH,Male,20,93239,35.996923,-120.000951,43,None,Fiber Optic,47,Yes,One Year,Credit Card,104.3,4451.85,0,5433.54,Stayed
9158-VCTQB,Female,41,90023,34.017697,-118.200577,41,None,Fiber Optic,10,Yes,Month-to-Month,Bank Withdrawal,113.6,4594.95,0,4800.36,Churned
9163-GHAYE,Female,34,95204,37.974498,-121.319568,15,None,Cable,23,Yes,Month-to-Month,Bank Withdrawal,48.85,736.8,0,1212,Stayed
9167-APMXZ,Female,23,90810,33.819814,-118.222416,22,None,Fiber Optic,41,No,Month-to-Month,Bank Withdrawal,84.15,1821.95,60,2304.35,Stayed
9168-INPSZ,Female,75,93041,34.110124,-119.100972,44,None,Fiber Optic,9,Yes,Two Year,Bank Withdrawal,104.15,4495.65,0,5412.17,Stayed
9169-BSVIN,Male,21,92596,33.657433,-117.04254,12,None,DSL,53,Yes,Month-to-Month,Bank Withdrawal,74.75,827.05,0,1049.29,Stayed
9170-ARBTB,Female,41,95018,37.089111,-122.062213,52,None,,,,One Year,Credit Card,19.6,1012.4,0,1395.33,Stayed
9170-CCKOU,Male,62,94539,37.516791,-121.899117,17,Offer D,Fiber Optic,9,Yes,Month-to-Month,Credit Card,90.2,1454.15,0,1659.17,Churned
9170-GYZJC,Female,42,95251,38.055562,-120.456298,41,None,Cable,56,Yes,Month-to-Month,Credit Card,79.9,3326.2,0,5181.86,Churned
9172-ANCRX,Female,35,90745,33.822295,-118.26411,10,Offer D,Fiber Optic,28,Yes,Month-to-Month,Bank Withdrawal,98.7,973.25,0,1346.85,Churned
9172-JITSM,Female,47,92211,33.762759,-116.324817,26,None,Fiber Optic,11,Yes,Month-to-Month,Bank Withdrawal,90.8,2361.8,0,2761.42,Churned
9173-IVZVP,Female,48,91403,34.147149,-118.463365,53,None,,,,Two Year,Credit Card,20.9,1146.05,0,3462.68,Stayed
9174-FKWZE,Female,70,95819,38.567594,-121.437507,1,None,,,,Month-to-Month,Bank Withdrawal,19.45,19.45,0,42.37,Churned
9174-IHETN,Female,45,95944,39.564113,-120.868836,50,Offer B,Fiber Optic,20,Yes,Two Year,Credit Card,70.35,3533.6,0,5339.1,Stayed
9178-JHUVJ,Male,19,91320,34.172071,-118.946262,24,Offer C,,,,Two Year,Bank Withdrawal,24.1,587.4,0,614.76,Stayed
9184-GALIL,Female,26,96057,41.251322,-122.105209,38,None,,,,Month-to-Month,Credit Card,20.45,781.25,0,889.93,Stayed
9185-TQCVP,Male,27,94706,37.890274,-122.295192,14,None,Fiber Optic,42,Yes,Month-to-Month,Bank Withdrawal,85.15,1139.2,0,1398.92,Churned
9189-JWSHV,Female,69,93627,36.520537,-120.118055,24,None,Fiber Optic,12,Yes,Month-to-Month,Bank Withdrawal,93.55,2264.05,0,2585.17,Churned
9190-MFJLN,Male,65,95251,38.055562,-120.456298,19,Offer D,Fiber Optic,4,Yes,Month-to-Month,Credit Card,95.9,1777.9,0,2400.53,Churned
9191-MYQKX,Female,34,90262,33.923573,-118.200669,7,None,Fiber Optic,53,Yes,Month-to-Month,Bank Withdrawal,75.15,496.9,0,557.73,Churned
9194-GFVOI,Female,25,96142,39.061227,-120.179546,42,None,DSL,52,Yes,Two Year,Credit Card,84.35,3571.6,0,3984.88,Stayed
9199-PWQVC,Female,38,94124,37.731505,-122.384532,63,Offer B,Cable,24,No,One Year,Credit Card,79.7,4786.15,30,7908.19,Stayed
9200-NLNPD,Male,20,95963,39.748037,-122.302169,56,None,DSL,30,No,One Year,Bank Withdrawal,54.05,2959.8,40,2999.8,Stayed
9206-GVPEQ,Male,28,93706,36.654614,-119.903674,13,None,Cable,71,Yes,Month-to-Month,Bank Withdrawal,54.45,706.85,0,706.85,Churned
9207-ZPANB,Male,42,95969,39.69676,-121.644379,37,Offer C,DSL,14,Yes,One Year,Bank Withdrawal,67.45,2443.3,0,2925.78,Stayed
9208-OLGAQ,Female,70,94709,37.878554,-122.26609,18,None,Fiber Optic,23,No,Two Year,Bank Withdrawal,84.95,1443.65,70,1971.49,Stayed
9209-NWPGU,Male,42,92257,33.345825,-115.596574,44,Offer B,Cable,2,Yes,One Year,Bank Withdrawal,65.4,2774.55,0,4313.67,Stayed
9210-IAHGH,Female,57,96136,40.345949,-120.081187,7,Offer E,DSL,6,Yes,Month-to-Month,Credit Card,70.75,450.8,0,614.25,Churned
9214-EKVXR,Female,51,94110,37.750021,-122.415201,1,None,DSL,26,Yes,Month-to-Month,Credit Card,44,44,0,70.15,Joined
9220-CXRSC,Female,56,92249,32.730583,-115.501083,69,None,DSL,19,Yes,Two Year,Credit Card,61.4,4059.85,0,6755.68,Stayed
9220-ZNKJI,Female,67,95426,38.838088,-122.73203,55,None,Fiber Optic,4,Yes,Two Year,Credit Card,88.8,4805.3,0,6631.85,Stayed
9221-OTIVJ,Female,80,93621,36.789213,-119.140338,14,None,Fiber Optic,7,Yes,Month-to-Month,Bank Withdrawal,104.85,1531.4,0,1950.84,Churned
9223-UCPVT,Female,49,95963,39.748037,-122.302169,1,None,Fiber Optic,6,Yes,Month-to-Month,Bank Withdrawal,94.4,94.4,0,112.74,Churned
9224-VTYID,Male,30,95690,38.240419,-121.587535,47,Offer B,DSL,48,Yes,Two Year,Mailed Check,90.5,4318.35,0,4870.13,Stayed
9225-BZLNZ,Male,64,90033,34.050198,-118.210946,72,None,DSL,30,Yes,Two Year,Bank Withdrawal,85.25,6083.1,0,7276.86,Stayed
9227-LUNBG,Female,39,94060,37.22565,-122.297533,1,None,DSL,12,Yes,Month-to-Month,Bank Withdrawal,24.6,24.6,0,24.6,Churned
9227-UAQFT,Male,40,91606,34.187599,-118.387125,16,Offer D,,,,Two Year,Mailed Check,19.75,284.35,0,927.07,Stayed
9227-YBAXE,Female,23,92260,33.694501,-116.412711,65,Offer B,DSL,69,No,Two Year,Bank Withdrawal,82.5,5215.1,40,5563.85,Stayed
9229-RQABD,Male,45,92275,33.28156,-115.955541,18,Offer D,,,,One Year,Credit Card,23.75,424.5,0,657.96,Stayed
9231-ZJYAM,Female,65,93675,36.719141,-119.202677,4,None,Fiber Optic,18,Yes,Month-to-Month,Bank Withdrawal,78.85,292.8,0,440.52,Churned
9233-PSYHO,Female,68,91762,34.057256,-117.667677,45,Offer B,Fiber Optic,20,Yes,One Year,Bank Withdrawal,100.15,4459.8,0,4770.3,Stayed
9236-NDUCW,Female,34,96008,40.722733,-122.109666,21,Offer D,DSL,4,Yes,Two Year,Credit Card,35.1,770.4,0,770.4,Stayed
9237-HQITU,Female,19,90005,34.059281,-118.30742,2,None,Fiber Optic,51,Yes,Month-to-Month,Bank Withdrawal,70.7,151.65,0,169.89,Churned
9239-GZHZE,Female,25,93013,34.441398,-119.513163,72,Offer A,Fiber Optic,47,Yes,Two Year,Credit Card,113.65,8124.2,0,9913.4,Stayed
9239-ZBZZV,Female,23,90011,34.00709,-118.258681,6,Offer E,DSL,71,Yes,Month-to-Month,Bank Withdrawal,47.95,305.1,0,305.1,Churned
9242-TKFSV,Male,53,95918,39.292334,-121.320597,72,Offer A,DSL,15,Yes,Two Year,Credit Card,65.1,4754.3,0,4754.3,Stayed
9244-ZVAPM,Male,36,92845,33.782955,-118.026456,1,None,DSL,9,Yes,Month-to-Month,Credit Card,45.6,45.6,0,83.04,Joined
9248-OJYKK,Male,74,92121,32.898613,-117.202937,1,None,Fiber Optic,13,No,Month-to-Month,Bank Withdrawal,76.45,76.45,10,90.29,Churned
9249-FXSCK,Female,20,95220,38.200231,-121.235034,52,Offer B,Fiber Optic,52,Yes,One Year,Credit Card,111.25,5916.45,0,7667.06,Churned
9250-WYPLL,Female,20,92028,33.362575,-117.299644,5,None,Fiber Optic,58,Yes,Month-to-Month,Bank Withdrawal,75.55,413.65,0,589.75,Churned
9251-AWQGT,Female,19,93591,34.598221,-117.79593,48,None,,,,Two Year,Credit Card,20,935.9,0,1404.86,Stayed
9251-WNSOD,Female,23,93311,35.16207,-119.194488,67,Offer A,DSL,58,Yes,One Year,Mailed Check,75.1,5064.45,0,5380.02,Stayed
9253-QXKBE,Male,73,95037,37.161544,-121.649371,29,None,Fiber Optic,21,Yes,Month-to-Month,Bank Withdrawal,94.45,2653.65,0,2834.9,Churned
9253-VIFJQ,Male,50,93925,36.596271,-121.442274,65,Offer B,DSL,18,Yes,One Year,Credit Card,67.05,4309.55,0,6876.4,Stayed
9254-RBFON,Female,38,96050,41.816595,-122.948287,17,Offer D,Fiber Optic,8,Yes,One Year,Bank Withdrawal,98.6,1704.95,0,1796.75,Churned
9256-JTBNZ,Female,40,95469,39.408634,-123.045516,11,None,,,,Month-to-Month,Bank Withdrawal,20.3,246.3,0,784.42,Stayed
9257-AZMTZ,Female,22,91205,34.13658,-118.245839,52,None,,,,Two Year,Bank Withdrawal,20.1,1078.75,0,1188.58,Stayed
9258-CNWAC,Female,23,90813,33.781086,-118.199049,71,Offer A,Fiber Optic,41,Yes,Two Year,Credit Card,113.65,8166.8,0,8473.52,Stayed
9259-PACGQ,Female,19,90026,34.078991,-118.263804,34,None,Cable,71,Yes,Month-to-Month,Bank Withdrawal,62.65,2274.9,0,3679.78,Churned
9261-WDCAF,Male,64,91902,32.67117,-117.00232,3,None,DSL,30,Yes,Month-to-Month,Mailed Check,-5,189.1,0,289.69,Joined
9269-CQOOL,Male,58,95570,41.162295,-124.027381,3,Offer E,DSL,17,Yes,Month-to-Month,Credit Card,54.7,169.45,0,178.09,Churned
9272-LSVYH,Male,23,95615,38.311609,-121.554034,10,None,Fiber Optic,85,Yes,Month-to-Month,Credit Card,70.15,735.5,0,778.4,Stayed
9274-CNFMO,Male,76,91331,34.255442,-118.421314,4,None,Fiber Optic,27,Yes,Month-to-Month,Bank Withdrawal,74.95,308.7,0,421.14,Churned
9274-UARKJ,Female,60,95351,37.621458,-121.012295,15,None,Fiber Optic,29,Yes,Month-to-Month,Bank Withdrawal,83.2,1130,0,1286.45,Stayed
9277-JOOMO,Female,27,95542,40.057784,-123.679461,3,None,,,,Month-to-Month,Credit Card,24.6,86.35,0,165.34,Joined
9278-VZKCD,Female,67,92860,33.925833,-117.559639,52,None,Fiber Optic,17,Yes,Two Year,Bank Withdrawal,109.1,5647.95,0,5861.67,Stayed
9279-CJEOJ,Female,77,92801,33.844983,-117.952151,21,None,Fiber Optic,16,Yes,Month-to-Month,Bank Withdrawal,95.4,2025.1,0,2810.5,Stayed
9281-CEDRU,Female,23,92275,33.28156,-115.955541,68,None,DSL,53,Yes,Two Year,Bank Withdrawal,64.1,4326.25,0,4893.29,Stayed
9281-OFDMF,Male,76,95956,39.937017,-121.058043,39,None,Fiber Optic,3,Yes,Two Year,Bank Withdrawal,90.7,3413.25,0,4195.59,Stayed
9281-PKKZE,Female,47,91702,34.174493,-117.87068,46,None,DSL,8,Yes,Month-to-Month,Bank Withdrawal,43.95,2007.85,0,2007.85,Stayed
9282-IZGQK,Female,51,92612,33.643095,-117.810896,1,Offer E,Fiber Optic,30,Yes,Month-to-Month,Bank Withdrawal,85,85,0,115.52,Churned
9283-LZQOH,Male,36,95843,38.715498,-121.363411,13,None,Fiber Optic,21,Yes,Month-to-Month,Credit Card,74.4,896.75,0,934.71,Churned
9286-BHDQG,Male,46,91362,34.191842,-118.822796,72,Offer A,DSL,17,Yes,Two Year,Credit Card,45.25,3139.8,0,3139.8,Stayed
9286-DOJGF,Female,66,95651,38.815515,-120.916997,38,None,Fiber Optic,30,Yes,Month-to-Month,Bank Withdrawal,74.95,2869.85,0,3469.49,Churned
